id,track_name,album_name,artist,genre,popularity,duration_ms,acousticness,explicit,danceability,energy,key,loudness,mode,speechiness,instrumentalness,valence,tempo,time_signature,target
6936,QuiÃ©n DirÃ­a,Canciones De Amor,Ricardo Arjona,Latin Electronica,48.0,234853.0,0.407,,0.626,0.574,7.0,-7.73,1.0,0.03,,0.272,119.531,4.0,0
6944,Panda,Panda,Desiigner,Latin Electronica,2.0,247866.0,0.0241,True,0.679,0.734,10.0,-5.542,,0.444,1.65e-06,0.245,145.028,4.0,1
6956,El Triste,Mis Favoritas,JosÃ© JosÃ©,Latin Electronica,35.0,251946.0,0.636,,0.353,0.561,,-7.67,,0.0394,,0.495,109.039,4.0,0
6959,Yellow,Parachutes,Coldplay,Latin Electronica,88.0,266773.0,0.00239,,0.429,0.661,11.0,-7.227,1.0,0.0281,0.000121,0.285,173.372,4.0,1
6965,La Gata Bajo la Lluvia,Mis Mejores Canciones,RocÃ­o DÃºrcal,Latin Electronica,53.0,217506.0,0.717,,0.302,0.461,7.0,-12.678,1.0,0.0547,2.23e-06,0.521,175.799,4.0,0
6966,Me Gustas Mucho,Mis Mejores Canciones,RocÃ­o DÃºrcal,Latin Electronica,53.0,188826.0,0.23,,0.632,0.307,5.0,-10.749,1.0,0.0341,7.02e-06,0.951,120.52,4.0,0
6968,Costumbres,Su Historia Y Exitos Musicales Volumen 2,RocÃ­o DÃºrcal,Latin Electronica,,271133.0,0.481,,0.427,0.202,9.0,-11.761,,0.0308,,0.388,172.007,4.0,0
6969,Cien aÃ±os,ColecciÃ³n Mitos Pedro Infante,Pedro Infante,Latin Electronica,,202640.0,0.802,,0.612,0.183,7.0,-13.277,1.0,0.0329,3.38e-06,0.524,106.412,4.0,0
6979,Hotel California,Hell Freezes Over,Eagles,Latin Electronica,,432066.0,0.397,,0.667,0.496,2.0,-10.753,1.0,0.0613,0.000107,0.595,74.945,4.0,1
7050,Brooklyn Zoo,Return to the 36 Chambers: The Dirty Version,Ol' Dirty Bastard,Memphis Hip Hop,52.0,217506.0,0.549,True,0.704,0.701,2.0,-8.031,1.0,0.46,,0.618,92.032,4.0,1
7067,C.R.E.A.M. (Cash Rules Everything Around Me),Enter The Wu-Tang (36 Chambers) [Expanded Edition],Wu-Tang Clan,Memphis Hip Hop,71.0,252026.0,0.555,True,0.512,0.514,11.0,-11.562,,0.387,0.00958,0.565,181.033,4.0,1
7080,I Got 5 On It,Operation Stackola,Luniz,Memphis Hip Hop,73.0,253533.0,0.209,,0.584,0.706,10.0,-7.899,,0.366,,0.579,174.039,4.0,1
7082,Real Muthaphuckkin G's,It's On (Dr. Dre) 187um Killa,Eazy-E,Memphis Hip Hop,,332626.0,0.0174,True,0.735,0.797,11.0,-4.611,,0.285,,0.731,170.444,4.0,1
7083,Drop,Cydeways: The Best Of The Pharcyde,The Pharcyde,Memphis Hip Hop,,338906.0,0.334,True,0.853,0.708,10.0,-8.73,,0.295,4.23e-06,0.705,95.074,4.0,1
7088,This D.J.,Regulateâ¦ G Funk Era,Warren G,Memphis Hip Hop,64.0,203026.0,0.0312,True,0.804,0.443,6.0,-10.268,,0.134,0.0225,0.58,92.035,4.0,1
7093,Shadowboxin',Liquid Swords,GZA,Memphis Hip Hop,,209973.0,0.00704,True,0.704,0.642,1.0,-10.11,1.0,0.39,1.43e-06,0.72,92.09,4.0,0
7111,In Da Club,Get Rich Or Die Tryin',50 Cent,Memphis Hip Hop,81.0,193466.0,0.255,True,0.899,0.713,6.0,-2.752,,0.366,,0.777,90.051,4.0,1
7125,Shimmy Shimmy Ya,Return to the 36 Chambers: The Dirty Version,Ol' Dirty Bastard,Memphis Hip Hop,64.0,161400.0,0.097,True,0.814,0.481,,-5.183,1.0,0.245,3.83e-05,0.193,96.252,4.0,1
7135,I Say A Little Prayer,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",Diana King,Hi Nrg,23.0,211533.0,0.00875,,0.69,0.889,4.0,-5.074,,0.0594,9.46e-06,0.538,125.959,4.0,1
7145,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,Caucasian Folk,87.0,213826.0,0.932,,0.612,0.28,,-8.648,1.0,0.0434,,0.387,72.795,4.0,1
7148,I'm The Only One,Yes I Am,Melissa Etheridge,Caucasian Folk,55.0,295000.0,0.0448,,0.614,0.476,,-9.648,1.0,0.0321,,0.644,84.938,4.0,1
7151,Nothing Without Love,Nothing Without Love,Nate Ruess,Caucasian Folk,27.0,236773.0,0.0879,,0.565,0.73,1.0,-4.54,1.0,0.031,,0.408,82.058,4.0,1
7153,I'm Not The Only One,In The Lonely Hour,Sam Smith,Caucasian Folk,,239316.0,0.554,,0.453,0.496,5.0,-5.785,1.0,0.0453,2.65e-05,0.501,80.994,4.0,1
7157,Leave The Night On,Leave The Night On,Sam Hunt,Caucasian Folk,,194666.0,0.118,,0.509,0.957,9.0,-3.772,1.0,0.053,,0.859,172.028,4.0,1
7161,P.Y.T. (Pretty Young Thing),Thriller 25 Super Deluxe Edition,Michael Jackson,Caucasian Folk,61.0,238733.0,0.233,,0.888,0.816,11.0,-4.909,,0.0404,0.00042,0.961,127.276,4.0,1
7162,Your Man,Your Man,Josh Turner,Caucasian Folk,71.0,211893.0,0.333,,0.743,0.636,6.0,-4.483,1.0,0.0241,0.000216,0.784,100.511,4.0,1
7168,Pompeii,All This Bad Blood,Bastille,Caucasian Folk,1.0,214147.0,0.074,,0.682,0.714,9.0,-6.306,1.0,0.0399,,0.581,127.443,4.0,1
7170,Lonely No More,Something to Be,Rob Thomas,Caucasian Folk,55.0,226640.0,0.033,,0.551,0.896,9.0,-3.152,,0.109,,0.858,171.79,4.0,1
7179,Billie Jean,Thriller 25 Super Deluxe Edition,Michael Jackson,Caucasian Folk,78.0,293826.0,0.0236,,0.92,0.654,11.0,-3.051,,0.0401,0.0153,0.847,117.046,4.0,1
7184,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,Caucasian Folk,72.0,284160.0,0.205,,0.859,0.905,,-5.539,,0.129,0.00837,0.731,89.946,4.0,1
7190,Here Without You,Away From The Sun,3 Doors Down,Caucasian Folk,75.0,238733.0,0.0492,,0.557,0.533,10.0,-6.817,,0.0252,,0.233,143.994,4.0,1
7191,When I'm Gone,Away From The Sun,3 Doors Down,Caucasian Folk,71.0,260333.0,0.00385,,0.53,0.768,7.0,-5.611,1.0,0.0284,,0.374,148.095,4.0,1
7193,Temperature,The Trinity,Sean Paul,Caucasian Folk,78.0,218573.0,0.106,,0.951,0.6,,-4.675,,0.0685,,0.822,125.04,4.0,1
7196,School's Out,School's Out,Alice Cooper,Caucasian Folk,64.0,210106.0,0.05,,0.294,0.745,5.0,-9.138,1.0,0.0461,0.125,0.347,134.364,4.0,1
7200,With You,Exclusive,Chris Brown,Caucasian Folk,,252160.0,0.143,,0.659,0.696,3.0,-4.291,1.0,0.071,,0.665,86.001,4.0,1
7201,Dynamite,Rokstarr,Taio Cruz,Caucasian Folk,70.0,203866.0,0.00332,,0.754,0.804,4.0,-3.177,1.0,0.0853,,0.818,119.968,4.0,1
7206,Right Now (Na Na Na),Freedom,Akon,Caucasian Folk,2.0,240746.0,0.267,,0.832,0.87,8.0,-4.2,,0.167,,0.566,138.003,4.0,1
7207,Don't Matter,Konvicted,Akon,Caucasian Folk,73.0,293053.0,0.244,True,0.798,0.443,2.0,-6.062,1.0,0.0402,,0.354,125.231,4.0,1
7209,Lonely,Trouble,Akon,Caucasian Folk,56.0,235800.0,0.314,True,0.621,0.525,5.0,-7.873,,0.0391,,0.6,90.072,4.0,1
7210,Just A Dream,5.0,Nelly,Caucasian Folk,73.0,237800.0,0.0424,,0.528,0.753,1.0,-6.162,1.0,0.0307,,0.103,89.954,4.0,1
7211,Hot In Herre,Nellyville,Nelly,Caucasian Folk,74.0,228240.0,0.204,True,0.956,0.741,11.0,-4.753,,0.124,,0.911,107.075,4.0,1
7223,Miss Independent,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,Caucasian Folk,77.0,232000.0,0.52,,0.673,0.681,1.0,-5.693,1.0,0.118,,0.707,171.864,4.0,1
7226,Best I Ever Had,20 #1's: Modern Hip-Hop,Drake,Caucasian Folk,21.0,259026.0,0.0987,True,0.447,0.804,5.0,-6.479,,0.334,,0.599,162.185,4.0,1
7227,Tiny Dancer,Madman Across The Water,Elton John,Caucasian Folk,75.0,377093.0,0.382,,0.414,0.428,,-11.097,1.0,0.0278,0.000243,0.282,145.075,4.0,1
7229,I Guess That's Why They Call It The Blues,Too Low For Zero,Elton John,Caucasian Folk,69.0,285333.0,0.217,,0.673,0.663,,-7.29,1.0,0.0269,0.0174,0.67,120.634,3.0,1
7230,Whatever You Like,Paper Trail,T.I.,Caucasian Folk,1.0,249533.0,0.0161,True,0.68,0.687,9.0,-6.162,,0.0709,,0.467,150.053,4.0,1
7235,Maps,V,Maroon 5,Caucasian Folk,83.0,189960.0,0.0205,,0.742,0.713,1.0,-5.522,,0.0303,,0.879,120.032,4.0,1
7237,Misery,Hands All Over,Maroon 5,Caucasian Folk,51.0,216200.0,0.000307,,0.703,0.811,4.0,-4.872,,0.0423,,0.711,102.979,4.0,1
7238,Secrets,Waking Up,OneRepublic,Caucasian Folk,73.0,224693.0,0.0717,,0.516,0.764,2.0,-6.223,1.0,0.0366,,0.376,148.021,4.0,1
7240,Firework,Teenage Dream: The Complete Confection,Katy Perry,Caucasian Folk,69.0,227880.0,0.139,,0.639,0.826,8.0,-4.968,1.0,0.0479,,0.648,124.075,4.0,1
7241,Poker Face,The Fame Monster (Deluxe),Lady Gaga,Caucasian Folk,,237213.0,0.136,,0.848,0.828,8.0,-4.557,,0.0714,1.35e-06,0.794,119.0,4.0,1
7249,Things That Rhyme With Orange,You Can't Spell Slaughter Without Laughter,I Set My Friends On Fire,Electropowerpop,48.0,204440.0,0.016,,0.458,0.939,5.0,-3.702,1.0,0.115,,0.447,168.158,4.0,0
7251,Blackout,Hell Is What You Make It: Reloaded,Breathe Carolina,Electropowerpop,49.0,210200.0,0.00537,,0.662,0.819,6.0,-4.609,1.0,0.124,,0.801,122.951,4.0,1
7259,Seventeen Forever,Metro Station,Metro Station,Electropowerpop,25.0,173453.0,0.00201,,0.566,0.829,,-5.012,,0.0328,0.000378,0.662,139.98,4.0,1
7261,Candle (Sick And Tired),Walk This Way,The White Tie Affair,Electropowerpop,21.0,230706.0,0.00134,,0.557,0.874,,-5.729,1.0,0.0339,,0.396,139.002,3.0,1
7301,Re-Education (Through Labor),Appeal To Reason,Rise Against,Garage Rock,63.0,222453.0,0.000417,,0.243,0.947,11.0,-3.388,1.0,0.102,3.41e-05,0.338,147.596,4.0,0
7308,Otherside,Californication,Red Hot Chili Peppers,Garage Rock,55.0,255373.0,0.00316,,0.458,0.795,,-3.265,1.0,0.0574,0.000202,0.513,123.229,4.0,1
7320,Pain,One-X,Three Days Grace,Garage Rock,66.0,202973.0,0.00804,,0.416,0.741,7.0,-4.001,1.0,0.0335,,0.286,160.515,4.0,1
7321,Animal I Have Become,One-X,Three Days Grace,Garage Rock,77.0,231400.0,0.000684,,0.553,0.853,8.0,-3.668,1.0,0.0339,,0.506,122.023,4.0,1
7322,Never Too Late,One-X,Three Days Grace,Garage Rock,69.0,209333.0,0.00838,,0.433,0.778,2.0,-4.68,,0.0371,,0.217,149.864,4.0,1
7345,Fake It,Seether: 2002 - 2013,Seether,Garage Rock,,195556.0,0.00129,True,0.599,0.94,8.0,-4.105,1.0,0.0504,1.13e-06,0.611,131.995,4.0,1
7348,Careless Whisper,Seether: 2002 - 2013,Seether,Garage Rock,,297381.0,4.25e-05,,0.491,0.94,2.0,-5.357,1.0,0.0533,0.00317,0.403,134.044,4.0,1
7349,The Reason,The Reason,Hoobastank,Garage Rock,,232800.0,0.0129,,0.472,0.671,4.0,-4.649,1.0,0.029,,0.0681,82.952,4.0,1
7355,21 Guns,21st Century Breakdown,Green Day,Garage Rock,73.0,321093.0,0.0518,,0.268,0.742,5.0,-4.939,1.0,0.0355,,0.416,159.779,4.0,1
7375,My Life for Hire,Homesick (Special Edition),A Day To Remember,Garage Rock,,213800.0,0.000281,,0.419,0.907,8.0,-4.939,1.0,0.0854,,0.653,144.641,4.0,0
7495,Bound 2,Yeezus,Kanye West,Zydeco,80.0,229146.0,0.145,True,0.367,0.665,1.0,-2.821,1.0,0.0465,,0.31,148.913,4.0,1
7510,Water No Get Enemy - Edit,Best of The Black President,Fela Kuti,Zydeco,,591706.0,0.107,,0.641,0.924,10.0,-7.697,,0.0578,0.0269,0.891,90.858,4.0,0
7513,Juke Box Hero,4 (Expanded),Foreigner,Zydeco,66.0,259799.0,0.0828,,0.357,0.653,9.0,-5.554,1.0,0.0654,,0.522,176.647,4.0,1
7517,Shooting Stars,Bag Raiders (Deluxe),Bag Raiders,Zydeco,65.0,235813.0,0.0893,,0.636,0.72,11.0,-6.195,1.0,0.0432,0.0178,0.425,124.944,4.0,0
7564,Griechischer Wein,Meine Lieder,Udo JÃ¼rgens,Zydeco,53.0,244693.0,0.743,,0.406,0.408,3.0,-13.873,1.0,0.0387,,0.58,148.081,4.0,0
7572,Lovely Day,Menagerie,Bill Withers,Zydeco,80.0,254560.0,0.292,,0.692,0.651,9.0,-8.267,1.0,0.0324,0.00241,0.706,97.923,4.0,1
7759,Bleed It Out,Minutes to Midnight,Linkin Park,Screamo,81.0,164426.0,0.113,True,0.541,0.969,11.0,-3.439,1.0,0.0458,,0.599,140.119,4.0,1
7760,Break,Life Starts Now,Three Days Grace,Screamo,67.0,193106.0,0.000666,,0.578,0.897,,-3.906,1.0,0.0357,,0.737,115.491,4.0,1
7760,Break,Life Starts Now,Three Days Grace,Screamo,67.0,193106.0,0.000666,,0.578,0.897,,-3.906,1.0,0.0357,,0.737,115.491,4.0,1
7766,Crawling,Hybrid Theory (Bonus Edition),Linkin Park,Screamo,80.0,208960.0,0.0466,,0.58,0.702,4.0,-5.565,1.0,0.0337,3.2e-06,0.299,105.076,4.0,1
7783,Face Down,Don't You Fake It,The Red Jumpsuit Apparatus,Screamo,75.0,192000.0,0.000665,,0.545,0.932,7.0,-2.189,,0.0399,,0.464,92.956,4.0,1
7793,Getting Away With Murder,Getting Away With Murder,Papa Roach,Screamo,61.0,191372.0,0.000116,,0.564,0.968,1.0,-3.75,1.0,0.0631,3.97e-05,0.352,103.885,4.0,1
7799,Have Faith In Me,Homesick,A Day To Remember,Screamo,62.0,188813.0,7e-05,,0.507,0.933,,-4.7,1.0,0.0869,,0.715,149.996,4.0,0
7822,Nightmare,Nightmare,Avenged Sevenfold,Screamo,70.0,374453.0,0.000318,True,0.554,0.949,2.0,-4.928,1.0,0.0787,9.98e-05,0.233,129.984,4.0,1
7827,New Divide,Transformers: Revenge Of The Fallen The Album,Linkin Park,Screamo,70.0,268613.0,0.000235,,0.493,0.808,5.0,-3.365,,0.0362,,0.38,117.971,4.0,1
7832,One Step Closer,Hybrid Theory (Bonus Edition),Linkin Park,Screamo,83.0,157333.0,0.0014,,0.492,0.969,9.0,-4.419,1.0,0.0491,1.32e-06,0.538,95.136,4.0,1
7884,0 To 100 / The Catch Up,0 To 100 / The Catch Up,Drake,Abstract,66.0,275226.0,0.737,True,0.559,0.716,11.0,-3.964,,0.39,,0.504,176.618,4.0,1
7910,Everybody Dies In Their Nightmares,17,XXXTENTACION,Abstract,80.0,95466.0,0.847,True,0.734,0.57,7.0,-7.066,,0.133,2.14e-05,0.689,129.953,4.0,1
7933,Rollin' With Kid 'N Play,2 Hype,Kid 'N Play,Abstract,37.0,243800.0,0.0362,,0.761,0.727,1.0,-12.655,1.0,0.133,0.00498,0.739,103.013,4.0,0
7991,You Da One,Talk That Talk,Rihanna,French Reggae,68.0,200013.0,0.503,True,0.702,0.715,5.0,-5.377,,0.0425,2.44e-05,0.863,127.048,4.0,1
7997,Wild Thing,Loc-ed After Dark,Tone-Loc,French Reggae,58.0,263573.0,0.000507,,0.943,0.685,7.0,-11.903,1.0,0.188,8.56e-06,0.813,125.515,4.0,1
8071,Tambo,A Touch Of Class,"Pete ""El Conde"" Rodriguez",Salsa,17.0,257333.0,0.733,,0.685,0.494,5.0,-11.519,1.0,0.0677,0.00422,0.948,112.982,4.0,0
8075,Mambo A La Tito,Tito Puente's 20th Anniversary,Tito Puente,Salsa,1.0,168346.0,0.766,,0.403,0.703,8.0,-8.959,1.0,0.0401,0.897,0.959,87.292,3.0,0
8378,Rose rouge,Tourist (Remastered),St Germain,Deep Smooth Jazz,52.0,416565.0,0.07,,0.621,0.807,8.0,-8.963,,0.0363,0.169,0.557,118.028,4.0,0
8381,Santa Maria (del Buen Ayre),La Revancha Del Tango,Gotan Project,Deep Smooth Jazz,,357960.0,0.0473,,0.888,0.54,9.0,-9.361,1.0,0.0572,0.706,0.248,118.003,4.0,0
8385,Cirrus,The North Borders,Bonobo,Deep Smooth Jazz,57.0,352246.0,0.395,,0.64,0.844,2.0,-8.412,,0.0374,0.933,0.364,119.042,4.0,0
8390,Walking,Go Get It,Mary Mary,Deep Smooth Jazz,41.0,202413.0,0.138,,0.755,0.531,6.0,-6.753,,0.111,0.000444,0.608,100.091,4.0,1
8413,Spooky,Highlights of Atlanta Rhythm Section,Atlanta Rhythm Section,Deep Smooth Jazz,,293732.0,0.00948,,0.636,0.633,5.0,-9.645,,0.0318,0.00567,0.701,110.695,4.0,1
8450,Lebanese Blonde,The Mirror Conspiracy,Thievery Corporation,Deep Smooth Jazz,,290826.0,0.217,,0.812,0.837,9.0,-6.559,,0.0473,0.883,0.642,92.001,4.0,0
8451,The Brazilian Hipster - Digitally Remastered,10 Years of Fort Knox Five,Fort Knox Five,Deep Smooth Jazz,39.0,240641.0,0.229,,0.889,0.692,7.0,-6.653,1.0,0.145,0.104,0.673,104.982,4.0,0
8482,Youâre Worthy of It All,"The Worship Initiative, Vol. 12",The Worship Initiative,Christian Hardcore,36.0,320010.0,0.267,,0.406,0.351,9.0,-7.871,1.0,0.0311,0.000893,0.246,118.633,3.0,0
8484,Already Gone,Already Gone,Sleeping At Last,Christian Hardcore,48.0,240790.0,0.956,,0.447,0.206,3.0,-11.75,1.0,0.0519,4.56e-06,0.327,66.734,4.0,0
8488,Perfect,Ã· (Deluxe),Ed Sheeran,Christian Hardcore,85.0,263400.0,0.163,,0.599,0.448,8.0,-6.312,1.0,0.0232,,0.168,95.05,3.0,1
8489,Breakeven,The Script,The Script,Christian Hardcore,63.0,261426.0,0.174,,0.627,0.699,10.0,-4.504,1.0,0.0244,,0.535,94.003,4.0,1
8489,Breakeven,The Script,The Script,Christian Hardcore,63.0,261426.0,0.174,,0.627,0.699,10.0,-4.504,1.0,0.0244,,0.535,94.003,4.0,1
8491,Say You Won't Let Go,Back from the Edge,James Arthur,Christian Hardcore,84.0,211466.0,0.695,,0.358,0.557,10.0,-7.398,1.0,0.059,,0.494,85.043,4.0,1
8492,You And Me,Lifehouse,Lifehouse,Christian Hardcore,,195493.0,0.1,,0.461,0.446,7.0,-7.703,1.0,0.0267,,0.375,139.868,3.0,1
8549,Aubrey,The Best of Bread,Bread,Christian Hardcore,46.0,219493.0,0.647,,0.326,0.0902,7.0,-20.588,1.0,0.0344,0.00091,0.218,137.611,4.0,1
8591,Space Song,Depression Cherry,Beach House,Deep Acoustic Pop,,320466.0,0.233,,0.508,0.788,,-7.288,,0.0296,0.13,0.586,147.06,4.0,0
8606,Slip Away,No Shape,Perfume Genius,Deep Acoustic Pop,,165329.0,0.371,,0.603,0.509,1.0,-6.824,1.0,0.0312,2.66e-05,0.572,136.592,4.0,0
8611,Master of None,Beach House,Beach House,Deep Acoustic Pop,71.0,199413.0,0.674,,0.492,0.344,5.0,-15.259,1.0,0.0259,0.531,0.247,86.485,4.0,0
8645,Across The Room - Tycho Remix,Across The Room Remixes,ODESZA,Deep Acoustic Pop,39.0,231910.0,0.00376,,0.382,0.766,6.0,-7.294,1.0,0.0521,5.79e-05,0.169,178.006,4.0,0
8699,Oh Carolina,Pure Pleasure,Shaggy,Hardcore Hip Hop,49.0,190893.0,0.485,,0.849,0.832,,-7.83,1.0,0.128,,0.939,124.558,4.0,1
8714,Supermodel (You Better Work),Supermodel of the World,RuPaul,Hardcore Hip Hop,24.0,239933.0,0.0152,,0.792,0.562,7.0,-11.379,1.0,0.0929,7.48e-05,0.592,126.222,4.0,1
8755,Another Night,Another Night,Real McCoy,Hardcore Hip Hop,62.0,236933.0,0.0908,,0.813,0.882,7.0,-7.575,1.0,0.0402,0.00457,0.874,125.983,4.0,1
8758,Real Love,What's The 411?,Mary J. Blige,Hardcore Hip Hop,61.0,269973.0,0.12,,0.769,0.781,,-5.472,1.0,0.0797,0.00037,0.826,95.021,4.0,1
8788,Cotton Eye Joe,Sex & Violins,Rednex,Hardcore Hip Hop,71.0,194000.0,0.0129,,0.729,0.936,9.0,-7.536,1.0,0.0776,0.000892,0.598,131.986,4.0,1
8797,Fantastic Voyage,It Takes a Thief,Coolio,Hardcore Hip Hop,,334440.0,0.0389,,0.888,0.584,7.0,-13.308,1.0,0.112,3.25e-06,0.762,104.704,4.0,1
8805,Hand Of Blood,The Poison,Bullet For My Valentine,Welsh Rock,48.0,216133.0,0.000248,,0.378,0.986,8.0,-2.769,1.0,0.0832,,0.492,94.458,4.0,0
8917,Boom Boom,Boom Boom,Nazia Hassan,Pakistani Pop,25.0,321080.0,0.16,,0.672,0.556,4.0,-13.436,,0.0281,0.000226,0.904,129.689,4.0,0
8917,Boom Boom,Boom Boom,Nazia Hassan,Pakistani Pop,25.0,321080.0,0.16,,0.672,0.556,4.0,-13.436,,0.0281,0.000226,0.904,129.689,4.0,0
8929,Tha Crossroads,E. 1999 Eternal,Bone Thugs-N-Harmony,Neo-singer-songwriter,65.0,223546.0,0.0856,True,0.679,0.509,4.0,-7.31,1.0,0.0617,,0.534,144.29,4.0,1
8932,Blood In The River,Devil Is Fine,Zeal & Ardor,Neo-singer-songwriter,37.0,213167.0,0.039,,0.439,0.652,8.0,-5.22,1.0,0.0827,,0.379,160.931,4.0,0
8939,Danger,Worldwide Underground,Erykah Badu,Neo-singer-songwriter,34.0,349000.0,0.02,,0.801,0.537,11.0,-10.595,1.0,0.46,3.71e-05,0.433,89.064,4.0,1
8981,Makambo,Exile (Real World Gold),Geoffrey Oryema,Neo-singer-songwriter,49.0,300306.0,0.827,,0.543,0.137,5.0,-21.075,1.0,0.0323,0.506,0.292,95.471,4.0,0
9078,Don't Call Me Up,Don't Call Me Up,Mabel,Dutch Rock,54.0,178480.0,0.296,,0.636,0.88,9.0,-2.853,1.0,0.137,2.97e-06,0.228,98.855,4.0,1
9101,White Iverson,Stoney (Deluxe),Post Malone,Dutch Rock,74.0,256532.0,0.233,True,0.675,0.561,7.0,-7.678,1.0,0.0352,,0.309,130.098,4.0,1
9103,Better Now,beerbongs & bentleys,Post Malone,Dutch Rock,77.0,231266.0,0.331,True,0.674,0.578,10.0,-5.804,1.0,0.0408,,0.34,145.07,4.0,1
9110,Wow.,Hollywood's Bleeding,Post Malone,Dutch Rock,77.0,149546.0,0.137,True,0.829,0.538,11.0,-7.359,,0.212,1.88e-06,0.389,99.952,4.0,1
9115,Team,Team,Iggy Azalea,Dutch Rock,57.0,209466.0,0.0545,True,0.891,0.692,4.0,-4.989,1.0,0.0673,,0.218,100.023,4.0,1
9118,Ain't My Fault,So Good,Zara Larsson,Dutch Rock,66.0,224030.0,0.00778,,0.578,0.782,6.0,-4.825,,0.0295,,0.355,141.163,4.0,1
9120,Lush Life,So Good,Zara Larsson,Dutch Rock,81.0,201122.0,0.132,,0.694,0.712,7.0,-3.923,,0.046,,0.799,98.023,4.0,1
9162,Cell Therapy,Soul Food,Goodie Mob,Show Tunes,50.0,277133.0,0.0965,True,0.849,0.476,,-10.479,1.0,0.445,,0.48,83.21,4.0,1
9187,Don't Burn the Witch,Black Metal,Venom,Show Tunes,,197906.0,0.0117,,0.39,0.752,1.0,-11.051,1.0,0.0385,8.91e-05,0.269,97.549,4.0,0
9191,Mother,Danzig,Danzig,Show Tunes,69.0,204866.0,0.00726,True,0.365,0.763,11.0,-9.45,,0.0591,0.000457,0.342,148.366,4.0,1
9220,Human Fly,Off The Bone,The Cramps,Show Tunes,57.0,136426.0,0.0399,,0.532,0.849,9.0,-10.754,1.0,0.111,0.00763,0.305,119.516,4.0,0
9227,Iris,Dizzy up the Girl,The Goo Goo Dolls,C-pop,87.0,289533.0,0.00125,,0.315,0.715,11.0,-8.072,,0.0362,7.97e-06,0.497,155.925,3.0,0
9228,Collide,Stop All The World Now,Howie Day,C-pop,62.0,249120.0,0.222,,0.636,0.625,11.0,-7.895,1.0,0.0277,5.35e-05,0.342,93.931,4.0,1
9230,Team,Pure Heroine,Lorde,C-pop,74.0,193058.0,0.167,,0.691,0.578,6.0,-7.436,1.0,0.106,,0.412,99.984,4.0,1
9231,Burn,Halcyon Nights,Ellie Goulding,C-pop,73.0,231213.0,0.3,,0.313,0.76,10.0,-5.049,,0.0616,,0.343,86.735,4.0,1
9233,One Call Away,Nine Track Mind,Charlie Puth,C-pop,55.0,194453.0,0.403,,0.667,0.613,1.0,-5.353,1.0,0.0344,,0.47,91.024,4.0,1
9234,Adore You,Fine Line,Harry Styles,C-pop,79.0,207133.0,0.0237,,0.676,0.771,8.0,-3.675,1.0,0.0483,7e-06,0.569,99.048,4.0,1
9235,Style,1989,Taylor Swift,C-pop,66.0,231000.0,0.00253,,0.598,0.786,2.0,-5.572,1.0,0.0383,0.0016,0.456,95.019,4.0,1
9238,Sober,Funhouse (Expanded Edition),P!nk,C-pop,62.0,251533.0,0.0635,,0.614,0.797,6.0,-4.896,1.0,0.0314,,0.374,90.946,4.0,1
9243,Unsteady,VHS,X Ambassadors,C-pop,72.0,193546.0,0.178,,0.389,0.665,,-6.169,1.0,0.0644,0.000732,0.199,117.055,4.0,1
9252,Stitches,Handwritten,Shawn Mendes,C-pop,82.0,206880.0,0.0151,,0.752,0.754,1.0,-6.684,1.0,0.0615,,0.755,149.789,4.0,1
9253,Treat You Better,Illuminate,Shawn Mendes,C-pop,83.0,187973.0,0.107,,0.443,0.82,10.0,-4.091,,0.34,,0.771,82.697,4.0,1
9254,Grenade,Doo-Wops & Hooligans,Bruno Mars,C-pop,76.0,222091.0,0.148,,0.704,0.558,2.0,-7.273,,0.0542,,0.245,110.444,4.0,1
9255,Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,C-pop,22.0,181279.0,0.0604,,0.675,0.751,,-3.539,1.0,0.0296,,0.612,118.384,4.0,1
9257,Without Me,Manic,Halsey,C-pop,77.0,201660.0,0.293,True,0.752,0.488,6.0,-7.05,1.0,0.0705,9.2e-06,0.533,136.07,4.0,1
9258,Chains,Nick Jonas X2,Nick Jonas,C-pop,55.0,203106.0,0.0153,,0.591,0.611,,-5.884,,0.0454,,0.12,76.003,4.0,1
9262,Gypsy,Greatest Hits,Fleetwood Mac,C-pop,74.0,264906.0,0.017,,0.622,0.54,5.0,-13.99,1.0,0.0261,0.00771,0.847,130.879,4.0,1
9264,Talking Body,Queen Of The Clouds,Tove Lo,C-pop,65.0,238426.0,0.0966,True,0.736,0.761,4.0,-5.449,,0.0338,,0.114,119.999,4.0,1
9265,Habits (Stay High),Queen Of The Clouds,Tove Lo,C-pop,72.0,209160.0,0.0702,,0.729,0.65,5.0,-3.539,1.0,0.0313,6.69e-05,0.347,110.02,4.0,1
9268,Mirrors,The 20/20 Experience (Deluxe Version),Justin Timberlake,C-pop,79.0,484146.0,0.234,,0.574,0.512,5.0,-6.664,,0.0503,,0.512,76.899,4.0,1
